,Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request timestamp1,Request Hour,Request time slots,Supply Demand Status
197,6039,Airport,21.0,Trip Completed,15-07-2016 13:11:04,15-07-2016 13:38:01,2016-07-15 13:11:04,13,Noon,Supply
198,6543,City,21.0,Trip Completed,15-07-2016 20:54:20,15-07-2016 22:12:36,2016-07-15 20:54:20,20,Late Evening,Supply
199,110,City,22.0,Trip Completed,11/7/2016 5:05,11/7/2016 6:06,2016-07-11 05:05:00,5,Late Night,Supply
200,362,City,22.0,Trip Completed,11/7/2016 8:01,11/7/2016 9:18,2016-07-11 08:01:00,8,Morning,Supply
201,666,Airport,22.0,Trip Completed,11/7/2016 13:02,11/7/2016 13:45,2016-07-11 13:02:00,13,Noon,Supply
202,926,City,22.0,Trip Completed,11/7/2016 18:28,11/7/2016 19:34,2016-07-11 18:28:00,18,Late Evening,Supply
203,1180,Airport,22.0,Trip Completed,11/7/2016 21:01,11/7/2016 22:14,2016-07-11 21:01:00,21,Late Evening,Supply
204,1900,City,22.0,Trip Completed,12/7/2016 10:32,12/7/2016 11:42,2016-07-12 10:32:00,10,Morning,Supply
205,2506,City,22.0,Trip Completed,12/7/2016 21:01,12/7/2016 21:38,2016-07-12 21:01:00,21,Late Evening,Supply
206,3064,City,22.0,Trip Completed,13-07-2016 08:02:03,13-07-2016 08:58:46,2016-07-13 08:02:03,8,Morning,Supply
